,runsolver_WCTIME,runsolver_CPUTIME,runsolver_USERTIME,runsolver_SYSTEMTIME,runsolver_CPUUSAGE,runsolver_MAXVM,runsolver_TIMEOUT,runsolver_MEMOUT,runsolver_STATUS,perf_dTLB_load_misses,perf_dTLB_loads,perf_dTLB_store_misses,perf_dTLB_stores,perf_iTLB_load_misses,perf_iTLB_loads,perf_cycles,perf_cache_misses,perf_elapsed,return_code,cpu_time,wall_time,max_memory,platform,hostname,run_id,verdict,runsolver_error
451,392.495,392.489,392.192,0.297,99.9986,1171664,false,false,20,64199804,844451746253651,12459925,72940228947,719566,13335,958561627189,5672441398,392.481532823,20,392.489,392.495,1171664,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/manol-pipe-f10ni.cnf.gz/0,OK,NaN
452,198.092,198.075,197.886,0.188382,99.9916,703140,false,false,20,14591067,562956675657698,353505,37074649988,302704,7722,480452552403,1896504333,198.078412213,20,198.075,198.092,703140,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/manol-pipe-c10nid_i.cnf.gz/0,OK,NaN
453,0.216602,0.212195,0.193892,0.018303,97.9654,431208,false,false,10,103388,185985519,12946,64099130,14640,6077,496048046,662844,0.203394660,10,0.212195,0.216602,431208,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/AProVE09-11.cnf.gz/0,OK,NaN
454,0.134368,0.130168,0.11459,0.015578,96.8742,417876,false,false,20,69820,79638455,6866,29692538,11713,5699,292853001,32879,0.121235184,20,0.130168,0.134368,417876,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/rand_net60-30-1.shuffled.cnf.gz/0,OK,NaN
455,136.59,136.583,136.325,0.257145,99.9944,905888,false,false,10,64934565,281502773251390,9946216,22183872353,231309,6957,338259164360,1029861077,136.576673149,10,136.583,136.59,905888,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/UTI-20-5p1.cnf.gz/0,OK,NaN
456,147.676,147.671,147.568,0.102814,99.9969,561916,false,false,20,11423382,281511866465334,369744,34455520552,222046,6852,363975071143,585757323,147.662507841,20,147.671,147.676,561916,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/anbul-dated-5-15-u.cnf.gz/0,OK,NaN
457,900.038,900.036,899.558,0.478088,99.9997,659440,true,false,0,136376512,2111077933183257,1524557,164943221164,1340992,10850,2207723036480,2167056318,900.024839428,0,900.036,900.038,659440,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/gripper13u.shuffled-as.sat03-395.cnf.gz/0,TLE,NaN
458,97.7667,97.7567,97.5197,0.236998,99.9897,861584,false,false,10,3946279,281491379381317,280923,19013165594,249802,7009,241266674390,908363306,97.748893221,10,97.7567,97.7667,861584,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/safe-50-h50-sat.cnf.gz/0,OK,NaN
459,232.862,232.858,232.663,0.194676,99.9984,803528,false,false,20,23416668,562975968397751,3352361,44555198122,358969,6097,566991099087,2504600453,232.848454838,20,232.858,232.862,803528,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/manol-pipe-f9n.cnf.gz/0,OK,NaN
460,78.8127,78.8081,78.4586,0.349539,99.9942,1380200,false,false,10,26451334,140751903705260,2264232,15652246627,135345,6094,193152044452,496400173,78.799996442,10,78.8081,78.8127,1380200,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/aaai10-planning-ipc5-pipesworld-12-step16.cnf.gz/0,OK,NaN
461,464.632,464.626,464.242,0.38376,99.9988,1080148,false,false,10,45594295,985195183406185,495669,87304975222,614930,9029,1135050633006,4054694968,464.618576373,10,464.626,464.632,1080148,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf.gz/0,OK,NaN
462,828.657,828.651,827.955,0.696477,99.9993,710872,false,false,20,322844679,1970350976139080,42171319,166745588261,1372828,12779,2019012617512,3653029793,828.639654890,20,828.651,828.657,710872,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/IBM_FV_2004_rule_batch_1_31_2_SAT_dat.k65.debugged.cnf.gz/0,OK,NaN
463,130.039,130.033,130.013,0.019583,99.9952,432624,false,false,20,23149928,281497467523065,113509,31281371768,360825,6923,317438647771,39538469,130.025856184,20,130.033,130.039,432624,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/AProVE07-20.cnf.gz/0,OK,NaN
464,97.7306,97.7029,97.6527,0.050234,99.9717,499148,false,false,20,10232580,281487956648568,85544,21489833035,145352,6624,236863688036,396132765,97.717485946,20,97.7029,97.7306,499148,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/q_query_3_l46_lambda.cnf.gz/0,OK,NaN
465,0.027151,0.022261,0.011108,0.011153,81.9895,0,false,false,10,28654,5999136,2707,2765263,11332,5386,23671989,11499,0.014432794,10,0.022261,0.027151,0,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/bart17.shuffled.cnf.gz/0,OK,NaN
466,119.667,119.661,119.516,0.144695,99.9953,598920,false,false,10,15537174,281504352141270,398475,24021928958,216710,6066,296007648520,720879995,119.653466569,10,119.661,119.667,598920,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/md5_48_1.cnf.gz/0,OK,NaN
467,118.172,118.168,118.056,0.111895,99.9966,508720,false,false,20,12987816,281495006472014,325177,26014722479,264847,9009,287878026180,212671408,118.158043555,20,118.168,118.172,508720,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/AProVE07-16.cnf.gz/0,OK,NaN
468,119.584,119.578,119.528,0.049914,99.9952,508056,false,false,20,47911296,281493637046394,1567810,21381037427,262253,6716,291430515636,317758674,119.570847030,20,119.578,119.584,508056,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/simon-s02-f2clk-50.cnf.gz/0,OK,NaN
469,1.96405,1.95822,1.89387,0.064347,99.7031,517548,false,false,10,400179,1675335534,52626,479795023,29403,5751,4851773265,15096508,1.950463155,10,1.95822,1.96405,517548,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/safe-30-h30-sat.cnf.gz/0,OK,NaN
470,45.6154,45.6108,45.5404,0.070456,99.9898,600080,false,false,20,4124120,140740237910299,90198,8799142663,100564,6224,112297694989,480757863,45.602267160,20,45.6108,45.6154,600080,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/manol-pipe-c7nidw.cnf.gz/0,OK,NaN
471,11.6657,11.6179,11.5401,0.077836,99.5904,554416,false,false,10,1827863,7749638565,68125,2678729637,50781,6736,28943589177,75665106,11.616760690,10,11.6179,11.6657,554416,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/ibm-2002-21r-k95.cnf.gz/0,OK,NaN
472,30.0626,30.058,30.0313,0.026658,99.9846,453804,false,false,20,3803506,21470697832,74692,6706067490,57197,6739,74936870739,32369007,30.049757084,20,30.058,30.0626,453804,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/AProVE07-04.cnf.gz/0,OK,NaN
473,900.038,900.025,899.308,0.716737,99.9985,1081912,true,false,0,135705931,2111090899760171,1255547,123627452694,1480054,8864,2216717817459,10360995285,900.024892807,0,900.025,900.038,1081912,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf.gz/0,TLE,NaN
474,900.038,900.007,898.659,1.34772,99.9966,890052,true,false,0,84520474,2111100841889745,1886873,247309584999,1637400,11782,2221649691589,6516174561,900.024431705,0,900.007,900.038,890052,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/9dlx_vliw_at_b_iq1.cnf.gz/0,TLE,NaN
475,0.400927,0.395614,0.369013,0.026601,98.6748,452516,false,false,10,232692,429958622,24574,127019561,16323,5497,953357511,1153877,0.387663929,10,0.395614,0.400927,452516,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/aaai10-planning-ipc5-rovers-18-step12.cnf.gz/0,OK,NaN
476,312.802,312.751,312.149,0.602259,99.9836,1989024,false,false,20,15762257,703717370962853,215828,59698777619,463674,7540,768255880988,4202162953,312.788887292,20,312.751,312.802,1989024,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/velev-pipe-o-uns-1.0-7.cnf.gz/0,OK,NaN
477,0.52018,0.513704,0.490137,0.023567,98.7551,459348,false,false,20,376197,438891924,30924,156977436,18293,5572,1247443898,2127395,0.506428165,20,0.513704,0.52018,459348,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf.gz/0,OK,NaN
478,0.698942,0.694614,0.665325,0.029289,99.3808,456420,false,false,20,197820,542453929,26565,197279659,17877,5608,1698930409,3664473,0.685605635,20,0.694614,0.698942,456420,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf.gz/0,OK,NaN
479,900.036,899.976,898.791,1.18452,99.9932,849844,true,false,0,128836908,2111085278958181,5988669,225728056920,1556956,13885,2225120671724,3218804358,900.022954219,0,899.976,900.036,849844,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/SAT_dat.k80.cnf.gz/0,TLE,NaN
480,50.5346,50.5276,50.4506,0.077061,99.9861,598716,false,false,10,5710810,140760473417550,128485,10402317753,100785,6274,122615225824,281543139,50.521105785,10,50.5276,50.5346,598716,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/md5_47_4.cnf.gz/0,OK,NaN
481,38.7945,38.79,38.7607,0.029239,99.9883,455080,false,false,20,5218013,140760240731873,55678,8991823254,71858,5742,93339737030,44419342,38.781195623,20,38.79,38.7945,455080,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/AProVE07-06.cnf.gz/0,OK,NaN
482,47.0906,47.0868,47.0212,0.06551,99.9919,510420,false,false,20,6725411,140737927443761,423705,9554250794,96454,6282,115695420709,136797987,47.077331957,20,47.0868,47.0906,510420,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf.gz/0,OK,NaN
483,294.208,294.194,293.783,0.410692,99.9954,1026192,false,false,10,42044438,703698834615258,2507883,62766596593,487456,7550,727420101679,1138299856,294.189774983,10,294.194,294.208,1026192,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/md5_48_3.cnf.gz/0,OK,NaN
484,14.7899,14.7382,14.6602,0.077918,99.6501,554484,false,false,20,1207265,9982427273,115111,3666253124,56224,5902,36726367487,55175985,14.749622341,20,14.7382,14.7899,554484,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/post-c32s-col400-16.cnf.gz/0,OK,NaN
485,28.1442,28.1335,28.0581,0.075396,99.962,545528,false,false,20,1845215,25360330349,51052,6531372463,64854,6824,70137201435,59319939,28.130238654,20,28.1335,28.1442,545528,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/uts-l06-ipc5-h30-unknown.cnf.gz/0,OK,NaN
486,97.5757,97.4758,97.4631,0.012701,99.8976,422700,false,false,10,23590654,281494536714899,57647,26056665264,172512,8361,236337319173,1793109,97.481785172,10,97.4758,97.5757,422700,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/aes_64_1_keyfind_1.cnf.gz/0,OK,NaN
487,0.212327,0.204855,0.184095,0.02076,96.481,418712,false,false,20,94845,146148548,4642,49395822,11862,5655,478196731,25839,0.199149084,20,0.204855,0.212327,418712,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/minandmaxor016.cnf.gz/0,OK,NaN
488,1.06319,1.0576,0.982236,0.075359,99.4739,561552,false,false,10,336030,1241929070,24696,518212814,30792,6470,2604803918,7287799,1.050003897,10,1.0576,1.06319,561552,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf.gz/0,OK,NaN
489,631.14,631.138,630.977,0.161763,99.9997,551704,false,false,10,26141891,1407402225524176,292014,115479623827,907301,8832,1539593995855,716623969,631.126700225,10,631.138,631.14,551704,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/vmpc_29.cnf.gz/0,OK,NaN
490,55.7543,55.7439,55.7232,0.020658,99.9813,444044,false,false,10,1091953,140774833861522,72264,14019736951,83632,7603,135627783687,66014141,55.738328351,10,55.7439,55.7543,444044,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/gss-17-s100.cnf.gz/0,OK,NaN
491,0.393391,0.384208,0.359407,0.024801,97.6657,455184,false,false,10,253985,358624723,29713,134634692,16841,5646,925346966,1043134,0.379234607,10,0.384208,0.393391,455184,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/AProVE09-01.cnf.gz/0,OK,NaN
492,55.33,55.3225,55.2188,0.103679,99.9863,628248,false,false,10,6882158,140759480815593,164617,11303502059,120066,6133,136749817402,400630143,55.314242000,10,55.3225,55.33,628248,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/ibm-2002-18r-k90.cnf.gz/0,OK,NaN
493,5.22936,5.22483,5.18754,0.03729,99.9134,478700,false,false,10,1082707,3593440495,71669,1251217844,29691,6141,12998544818,14470250,5.215888611,10,5.22483,5.22936,478700,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/AProVE11-15.cnf.gz/0,OK,NaN
494,71.1877,71.183,71.1697,0.01334,99.9934,425240,false,false,10,8684731,140765329261539,85350,18085482944,107026,14936,175999839952,27604393,71.173801951,10,71.183,71.1877,425240,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/simon-s02b-r4b1k1.1.cnf.gz/0,OK,NaN
495,60.0327,60.0283,59.9315,0.096887,99.9927,653832,false,false,10,7591312,140739489967114,752429,12407583362,141891,7192,146268810996,361709186,60.019375199,10,60.0283,60.0327,653832,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf.gz/0,OK,NaN
496,900.038,900.009,899.226,0.782727,99.9967,932368,true,false,0,148035268,2111085432106828,6675376,180097169499,1484256,26535,2223179404071,5519522568,900.006219599,0,900.009,900.038,932368,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/IBM_FV_2004_rule_batch_1_31_2_SAT_dat.k95.debugged.cnf.gz/0,TLE,NaN
497,0.24526,0.241523,0.218222,0.023301,98.4764,453096,false,false,10,217095,220235205,18917,82107372,15469,5665,569644244,951840,0.232326672,10,0.241523,0.24526,453096,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/AProVE09-25.cnf.gz/0,OK,NaN
498,53.5692,53.5576,53.3851,0.172549,99.9783,770000,false,false,10,4856775,34023267185,220010,10154017497,124699,5875,133546626806,259293312,53.555958477,10,53.5576,53.5692,770000,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/partial-5-15-s.cnf.gz/0,OK,NaN
499,280.233,280.227,280.098,0.129087,99.9977,623336,false,false,20,6435852,703703616158123,117208,91297626698,349693,8385,681706561557,1624700603,280.219313616,20,280.227,280.233,623336,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/traffic_fb_unknown.cnf.gz/0,OK,NaN
500,37.9539,37.95,37.902,0.048037,99.9897,512408,false,false,20,3984084,23344661779,65656,7742522068,80503,6144,94619875378,201458844,37.940670615,20,37.95,37.9539,512408,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf.gz/0,OK,NaN
501,37.9226,37.9171,37.7806,0.136547,99.9855,683868,false,false,20,5458044,140745684058552,150259,7992312248,89857,5900,93353456890,216690609,37.909405255,20,37.9171,37.9226,683868,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/6pipe_6_ooo.shuffled-as.sat03-413.cnf.gz/0,OK,NaN
502,0.0298171,0.026022,0.01314,0.012882,87.2722,0,false,false,10,30040,8406626,3886,3922074,12094,5544,32813057,16998,0.016988210,10,0.026022,0.0298171,0,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/dp04s04.shuffled.cnf.gz/0,OK,NaN
503,318.594,318.588,318.476,0.112791,99.9984,619004,false,false,20,7959739,703738088253138,112852,103470495358,380522,7225,778749758338,1900197997,318.579305223,20,318.588,318.594,619004,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/traffic_b_unsat.cnf.gz/0,OK,NaN
504,14.7758,14.7707,14.7468,0.023929,99.966,465176,false,false,10,2197084,9355024459,39390,3158392575,41412,6070,36808077965,7035653,14.762880920,10,14.7707,14.7758,465176,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/AProVE09-20.cnf.gz/0,OK,NaN
505,0.261292,0.256681,0.242231,0.01445,98.2353,417656,false,false,20,130141,208075796,7288,61973115,11810,5512,607984649,65117,0.248444506,20,0.256681,0.261292,417656,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/minor032.cnf.gz/0,OK,NaN
506,0.127139,0.122902,0.097006,0.025896,96.6675,0,false,false,20,130059,123577502,25418,75210312,20424,5580,274233414,177655,0.113848319,20,0.122902,0.127139,0,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/xinetd_vc56703.cnf.gz/0,OK,NaN
507,154.047,154.042,153.986,0.056315,99.9968,485668,false,false,10,22390308,422229061532143,169180,27180199324,322971,6684,373875167798,157729895,154.033852796,10,154.042,154.047,485668,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/maris-s03-gripper11.cnf.gz/0,OK,NaN
508,307.642,307.634,307.263,0.370762,99.9974,1415864,false,false,20,82413647,703699417604273,16962347,43372805603,472338,10571,760899444476,3477850620,307.628925114,20,307.634,307.642,1415864,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/UTI-15-5p0.cnf.gz/0,OK,NaN
509,824.543,824.54,824.511,0.028996,99.9997,475448,false,false,10,16272600,1970351698377544,338392,211182125536,1039788,16700,2009134960464,727598255,824.529590748,10,824.54,824.543,475448,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/gss-19-s100.cnf.gz/0,OK,NaN
510,0.0305909,0.026869,0.011369,0.0155,87.8333,0,false,false,20,28566,11955910,3177,6703659,14878,5540,34999832,20696,0.017742758,20,0.026869,0.0305909,0,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/E15N15.cnf.gz/0,OK,NaN
511,0.460156,0.450722,0.420777,0.029945,97.9498,457052,false,false,10,233664,350610679,30010,131662205,17271,5616,1090942095,2359967,0.443542349,10,0.450722,0.460156,457052,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/een-tip-sat-nusmv-t5.B.cnf.gz/0,OK,NaN
512,900.041,899.995,899.14,0.855309,99.9949,3004752,true,false,143,28948256,2111125618459737,747265,302295356150,1477572,14359,2212083776302,7508852283,900.023166587,143,899.995,900.041,3004752,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/velev-pipe-uns-1.0-8.cnf.gz/0,TLE,NaN
513,20.2553,20.2477,19.8947,0.353061,99.9629,1139796,false,false,10,8669243,12682283443,2128958,4265324792,137898,6676,50465928750,327368104,20.241927260,10,20.2477,20.2553,1139796,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5303.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=minisat]/sat_gauss_bench/AProVE07-11.cnf.gz/0,OK,NaN
