,runsolver_WCTIME,runsolver_CPUTIME,runsolver_USERTIME,runsolver_SYSTEMTIME,runsolver_CPUUSAGE,runsolver_MAXVM,runsolver_TIMEOUT,runsolver_MEMOUT,runsolver_STATUS,perf_tlb_miss,perf_cycles,perf_cache_misses,perf_elapsed,return_code,cpu_time,wall_time,max_memory,platform,hostname,run_id,verdict,runsolver_error
330,440.357,56.288,56.0421,0.245902,12.7823,482120,false,false,20,567417120,140235524933,745008973,440.268093221,20,56.288,440.357,482120,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/q_query_3_L80_coli.sat.cnf.gz/0,OK,NaN
331,904.38,121.655,121.379,0.276757,13.4518,444964,true,false,0,-1,-1,-1,-1,0,121.655,904.38,444964,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/vmpc_30.cnf.gz/0,TLE,NaN
332,904.714,113.615,113.421,0.194099,12.5581,396844,true,false,0,-1,-1,-1,-1,0,113.615,904.714,396844,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/traffic_kkb_unknown.cnf.gz/0,TLE,NaN
333,902.738,121.777,121.44,0.336282,13.4897,545844,true,false,143,-1,-1,-1,-1,143,121.777,902.738,545844,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/q_query_3_L100_coli.sat.cnf.gz/0,TLE,NaN
334,737.569,102.131,101.849,0.28205,13.847,450696,false,false,10,140737830858935,254442415401,1965112433,737.074049066,10,102.131,737.569,450696,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/UR-10-10p1.cnf.gz/0,OK,NaN
335,431.326,50.7154,50.6031,0.112341,11.758,347512,false,false,10,140737616855584,126333037040,338488025,431.264414347,10,50.7154,431.326,347512,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/grieu-vmpc-27.cnf.gz/0,OK,NaN
336,545.239,69.4198,69.1515,0.268322,12.732,492648,false,false,10,140737603342965,172950093204,979263420,545.120127099,10,69.4198,545.239,492648,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/SAT_dat.k85.debugged.cnf.gz/0,OK,NaN
337,84.5152,10.7715,10.4104,0.361128,12.7451,530308,false,false,20,86857807,26807829206,147434739,84.379130253,20,10.7715,84.5152,530308,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/manol-pipe-c10nidw_s.cnf.gz/0,OK,NaN
338,907.42,138.073,137.937,0.136568,15.216,374356,true,false,143,-1,-1,-1,-1,143,138.073,907.42,374356,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/q_query_3_l47_lambda.cnf.gz/0,TLE,NaN
339,9.42072,0.48224,0.42435,0.05789,5.11893,319036,false,false,10,1287066,1136844970,4004297,6.734907053,10,0.48224,9.42072,319036,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE11-12.cnf.gz/0,OK,NaN
340,1.78359,0.058023,0.027714,0.030309,3.25316,186384,false,false,20,78836,106773959,385237,1.514266911,20,0.058023,1.78359,186384,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/E07N15.cnf.gz/0,OK,NaN
341,1.43145,0.170071,0.133474,0.036597,11.881,0,false,false,10,175073,378556289,550011,1.267970232,10,0.170071,1.43145,0,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE09-22.cnf.gz/0,OK,NaN
342,902.433,117.501,117.224,0.277333,13.0205,400108,true,false,143,-1,-1,-1,-1,143,117.501,902.433,400108,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/traffic_3b_unknown.cnf.gz/0,TLE,NaN
343,904.194,122.095,121.884,0.21094,13.5032,398432,true,false,0,976821055,304218093264,1386920329,903.996131780,0,122.095,904.194,398432,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/traffic_pcb_unknown.cnf.gz/0,TLE,NaN
344,903.607,122.635,122.103,0.531421,13.5717,503000,true,false,0,422212624971365,305504524395,1444413771,903.474707000,0,122.635,903.607,503000,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/vange-col-abb313GPIA-9-c.cnf.gz/0,TLE,NaN
345,902.56,117.83,116.563,1.26681,13.0551,1217080,true,false,0,-1,-1,-1,-1,0,117.83,902.56,1217080,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/velev-pipe-sat-1.0-b7.cnf.gz/0,TLE,NaN
346,902.624,120.169,120.12,0.04857,13.3133,311112,true,false,143,140737501317408,299390137815,140749348,902.489691215,143,120.169,902.624,311112,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/homer16.shuffled.cnf.gz/0,TLE,NaN
347,901.5,119.122,117.931,1.19088,13.2138,718372,true,false,0,281475376506954,296755698471,1041853645,901.374681100,0,119.122,901.5,718372,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/minxor128.cnf.gz/0,TLE,NaN
348,904.414,116.57,116.222,0.348212,12.8891,383928,true,false,0,140738303746672,290435351999,1340008480,903.950466767,0,116.57,904.414,383928,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE07-09.cnf.gz/0,TLE,NaN
349,705.956,92.2984,91.7852,0.513236,13.0742,596204,false,false,20,140737876217657,229945568917,1269013518,705.806191650,20,92.2984,705.956,596204,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/q_query_3_L150_coli.sat.cnf.gz/0,OK,NaN
350,902.754,119.217,119.132,0.085703,13.206,332732,true,false,0,-1,-1,-1,-1,0,119.217,902.754,332732,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/rand_net70-60-10.shuffled.cnf.gz/0,TLE,NaN
351,42.5525,5.6517,5.54439,0.10731,13.2817,432288,false,false,10,9391795,14054338539,73383894,42.426651774,10,5.6517,42.5525,432288,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/ndhf_xits_20_SAT.cnf.gz/0,OK,NaN
352,5.31907,0.041905,0.021217,0.020688,0.787826,372768,false,false,20,67132,62291234,70648,3.586479383,20,0.041905,5.31907,372768,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/dp04u03.shuffled.cnf.gz/0,OK,NaN
353,902.646,121.299,121.199,0.100627,13.4382,350908,true,false,0,916528783,302236474905,1233163227,902.526583661,0,121.299,902.646,350908,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/post-c32s-ss-8.cnf.gz/0,TLE,NaN
354,306.382,41.463,41.2505,0.212481,13.5331,461388,false,false,10,140737759783290,103262838047,464289459,306.230710856,10,41.463,306.382,461388,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/sha0_35_1.cnf.gz/0,OK,NaN
355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/minxorminand064.cnf.gz/0,RTE,true
356,20.3027,3.39062,3.13896,0.251658,16.7003,500424,false,false,10,8765045,8403982972,31364460,20.083821773,10,3.39062,20.3027,500424,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.gz/0,OK,NaN
357,417.383,53.4351,52.6603,0.77478,12.8024,854892,false,false,10,269467572,133095811394,819402735,417.273707387,10,53.4351,417.383,854892,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/aaai10-planning-ipc5-pipesworld-27-step14.cnf.gz/0,OK,NaN
358,900.684,118.809,118.767,0.042271,13.191,313164,true,false,0,-1,-1,-1,-1,0,118.809,900.684,313164,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE07-21.cnf.gz/0,TLE,NaN
359,53.4885,7.32329,7.25165,0.071643,13.6913,338336,false,false,20,21271710,18216708193,48078490,51.633455642,20,7.32329,53.4885,338336,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/aaai10-planning-ipc5-rovers-18-step11.cnf.gz/0,OK,NaN
360,904.318,116.086,115.613,0.473425,12.8369,562028,true,false,0,140737803491115,289259502788,849389814,903.983001083,0,116.086,904.318,562028,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/aes_equiv_encry_2_rounds.debugged.cnf.gz/0,TLE,NaN
361,162.394,21.5784,21.4504,0.128043,13.2877,391088,false,false,20,131408642,53741879706,147972817,162.285692835,20,21.5784,162.394,391088,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/manol-pipe-g7nidw.cnf.gz/0,OK,NaN
362,97.4445,13.2589,12.9724,0.286457,13.6066,511896,false,false,20,52098317,33001850962,169600619,97.298843587,20,13.2589,97.4445,511896,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/smtlib-qfbv-aigs-nlzbe256-tseitin.cnf.gz/0,OK,NaN
363,737.649,93.1563,92.9656,0.190732,12.6288,412772,false,false,20,886707954,232117198840,1532305854,737.154824642,20,93.1563,737.649,412772,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/schup-l2s-guid-1-k56.cnf.gz/0,OK,NaN
364,904.224,115.926,115.162,0.764469,12.8205,781380,true,false,0,-1,-1,-1,-1,0,115.926,904.224,781380,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/q_query_3_L200_coli.sat.cnf.gz/0,TLE,NaN
365,902.997,118.687,118.251,0.43622,13.1437,539364,true,false,0,-1,-1,-1,-1,0,118.687,902.997,539364,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/UCG-15-10p0.cnf.gz/0,TLE,NaN
366,607.55,75.8602,74.815,1.0452,12.4863,1084884,false,false,10,281474994332692,188950159581,1024933264,607.310407918,10,75.8602,607.55,1084884,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/velev-pipe-sat-1.0-b10.cnf.gz/0,OK,NaN
367,9.10505,0.979637,0.910585,0.069052,10.7593,343952,false,false,10,2942804,2406000627,11226559,8.962034012,10,0.979637,9.10505,343952,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE11-16.cnf.gz/0,OK,NaN
368,78.2963,11.353,11.3232,0.02987,14.5001,307888,false,false,10,3038339,28253659366,36291757,78.222451389,10,11.353,78.2963,307888,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/simon-s02b-r4b1k1.2.cnf.gz/0,OK,NaN
369,372.928,49.2895,49.076,0.21346,13.2169,438268,false,false,10,281475046656307,122775591158,628730514,372.861964107,10,49.2895,372.928,438268,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/SAT_dat.k65.debugged.cnf.gz/0,OK,NaN
370,903.016,115.433,115.185,0.248018,12.783,469124,true,false,0,-1,-1,-1,-1,0,115.433,903.016,469124,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/traffic_f_unknown.cnf.gz/0,TLE,NaN
371,138.695,19.0109,18.9152,0.095794,13.707,335088,false,false,10,140737573937460,47286160986,106855752,138.527296035,10,19.0109,138.695,335088,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/vmpc_26.cnf.gz/0,OK,NaN
372,7.35719,0.714839,0.673438,0.041401,9.71619,312800,false,false,10,373521,1742340321,2928834,7.225533697,10,0.714839,7.35719,312800,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/rbcl_xits_14_SAT.cnf.gz/0,OK,NaN
373,904.055,117.031,116.826,0.205012,12.9451,428376,true,false,0,-1,-1,-1,-1,0,117.031,904.055,428376,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/grieu-vmpc-31.cnf.gz/0,TLE,NaN
374,902.299,121.814,121.469,0.34416,13.5004,412956,true,false,143,-1,-1,-1,-1,143,121.814,902.299,412956,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/vmpc_34.cnf.gz/0,TLE,NaN
375,902.249,122.816,122.603,0.213018,13.6122,412672,true,false,0,422213109505594,305958207805,914648146,901.951888931,0,122.816,902.249,412672,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/vmpc_29.renamed-as.sat05-1916.cnf.gz/0,TLE,NaN
376,904.696,110.766,110.348,0.417919,12.2435,678332,true,false,0,-1,-1,-1,-1,0,110.766,904.696,678332,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/aaai10-planning-ipc5-pathways-17-step20.cnf.gz/0,TLE,NaN
377,904.119,119.293,119.034,0.258989,13.1944,519500,true,false,143,-1,-1,-1,-1,143,119.293,904.119,519500,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/traffic_3_uc_sat.cnf.gz/0,TLE,NaN
378,455.808,60.1073,59.8463,0.260975,13.187,539496,false,false,20,422212515845261,149698296614,798474708,455.540738969,20,60.1073,455.808,539496,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/q_query_3_L90_coli.sat.cnf.gz/0,OK,NaN
379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf.gz/0,RTE,true
380,552.014,72.5021,71.2642,1.23794,13.1341,1151988,false,false,20,281475011708907,180568361629,1169637891,551.847678419,20,72.5021,552.014,1151988,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/blocks-blocks-37-1.120-NOTKNOWN.cnf.gz/0,OK,NaN
381,904.344,115.949,115.84,0.109688,12.8214,376512,true,false,0,-1,-1,-1,-1,0,115.949,904.344,376512,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/goldb-heqc-dalumul.cnf.gz/0,TLE,NaN
382,901.503,113.25,112.681,0.569372,12.5624,615924,true,false,143,-1,-1,-1,-1,143,113.25,901.503,615924,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/partial-10-11-s.cnf.gz/0,TLE,NaN
383,154.611,22.2711,21.8633,0.407793,14.4046,589900,false,false,20,140737622848509,55434539133,266552794,154.320152640,20,22.2711,154.611,589900,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf.gz/0,OK,NaN
384,902.794,119.935,119.76,0.175122,13.2848,382088,true,false,0,-1,-1,-1,-1,0,119.935,902.794,382088,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/vmpc_28.cnf.gz/0,TLE,NaN
385,2.54186,0.104552,0.075144,0.029408,4.11321,0,false,false,10,126163,225627001,660292,1.763814655,10,0.104552,2.54186,0,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/een-tip-sat-texas-tp-5e.cnf.gz/0,OK,NaN
386,902.724,112.42,112.184,0.23659,12.4535,460228,true,false,143,-1,-1,-1,-1,143,112.42,902.724,460228,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/k2fix_gr_rcs_w9.shuffled.cnf.gz/0,TLE,NaN
387,590.553,69.4141,68.308,1.10608,11.7541,1084404,false,false,10,422212534351108,172852823718,910431900,590.201955352,10,69.4141,590.553,1084404,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/velev-pipe-sat-1.0-b9.cnf.gz/0,OK,NaN
388,9.3121,1.23545,1.1272,0.108249,13.2671,362644,false,false,10,6395473,3012664568,15740487,9.096639027,10,1.23545,9.3121,362644,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/UTI-10-5t1.cnf.gz/0,OK,NaN
389,6.26072,0.543266,0.45487,0.088396,8.67738,353996,false,false,20,882684,1302979103,3757479,6.098842471,20,0.543266,6.26072,353996,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/dspam_dump_vc949.cnf.gz/0,OK,NaN
390,902.524,103.83,103.324,0.505366,11.5044,580260,true,false,0,823333506,258659733512,1435101001,902.195676761,0,103.83,902.524,580260,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/9dlx_vliw_at_b_iq2.cnf.gz/0,TLE,NaN
391,2.94659,0.133715,0.11251,0.021205,4.53795,299528,false,false,10,132320,297559317,407627,2.939464944,10,0.133715,2.94659,299528,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/dp10s10.shuffled.cnf.gz/0,OK,NaN
392,904.223,122.684,122.488,0.195575,13.5679,474076,true,false,0,1199110279,305673588219,1507666981,904.140014753,0,122.684,904.223,474076,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/dated-5-15-u.cnf.gz/0,TLE,NaN
393,6.78498,0.589274,0.521922,0.067352,8.68498,355964,false,false,20,923153,1434305288,4327292,6.376002845,20,0.589274,6.78498,355964,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/dspam_dump_vc1081.cnf.gz/0,OK,NaN
394,904.215,117.998,117.179,0.819303,13.0498,675728,true,false,0,281475307958245,293963830949,1096331826,903.881187389,0,117.998,904.215,675728,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/velev-pipe-o-uns-1.1-6.cnf.gz/0,TLE,NaN
395,334.035,43.7886,43.5637,0.224904,13.109,462148,false,false,10,140737835404633,109060885400,503147133,333.982095951,10,43.7886,334.035,462148,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/sha0_35_3.cnf.gz/0,OK,NaN
396,287.117,37.4868,36.8068,0.680042,13.0563,820596,false,false,10,112623359,92985629944,275439500,286.957566192,10,37.4868,287.117,820596,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/12pipe_bug6_q0.used-as.sat04-725.cnf.gz/0,OK,NaN
397,775.839,103.096,102.873,0.223361,13.2883,461880,false,false,10,1340534680,256865578963,1536453410,775.478823863,10,103.096,775.839,461880,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/palac-sn7-ipc5-h16.cnf.gz/0,OK,NaN
398,903.854,117.841,117.429,0.41253,13.0376,623072,true,false,0,985162473066365,293462696457,1578208583,903.473129591,0,117.841,903.854,623072,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/ibm-2002-30r-k85.cnf.gz/0,TLE,NaN
399,901.789,130.601,129.581,1.0199,14.4824,1253036,true,false,0,-1,-1,-1,-1,0,130.601,901.789,1253036,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6311.taurus.hrsk.tu-dresden.de,output/glibc/default[s=minisat]/sat_gauss_bench/aaai10-planning-ipc5-pipesworld-12-step15.cnf.gz/0,TLE,NaN
400,904.99,116.825,116.087,0.738032,12.9089,744860,true,false,0,140738869963156,289887131452,2110884686,902.022220009,0,116.825,904.99,744860,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/cube-11-h14-sat.cnf.gz/0,TLE,NaN
401,902.802,118.678,118.561,0.117039,13.1455,355724,true,false,143,-1,-1,-1,-1,143,118.678,902.802,355724,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5584.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/maxxororand032.cnf.gz/0,TLE,NaN
