,runsolver_MAXVM,max_memory,width_frac_denominator,runsolver_STATUS,pre_wall,runsolver_WCTIME,enc_wall,runsolver_TIMEOUT,width_frac_numerator,perf_cycles,pre_clique_size,cpu_time,run_id,perf_dTLB_loads,runsolver_SYSTEMTIME,runsolver_USERTIME,#vertices,perf_dTLB_store_misses,size_largest_hyperedge,perf_iTLB_load_misses,width,platform,#hyperedges,err,perf_dTLB_load_misses,perf_elapsed,perf_iTLB_loads,runsolver_MEMOUT,perf_cache_misses,ret_fhtd,runsolver_CPUUSAGE,hostname,num_twins,runsolver_CPUTIME,return_code,verdict,wall_time,runsolver_error,hash,perf_dTLB_stores
47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_random/rand-3-20-20-60-632-19.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
48,946684,946684,NaN,1,NaN,2868.88,NaN,false,NaN,7076947969363,NaN,2868.36,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_random/rand-7-40-8-40-15000-6.xml.hg/0,4065125565613,0.94933,2867.41,NaN,41088359,NaN,60017468,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,822561138,2868.603551004,10097666,false,217278119,NaN,99.9817,taurusi6336.taurus.hrsk.tu-dresden.de,NaN,2868.36,1,DECOMP,2868.88,NaN,NaN,2864333639490
49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_random/rand-3-24-24-76-632f-32.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
50,1934320,1934320,1,1,[0.3746914863586426],422.539,6.5753655433654785,false,8,1040627024221,[1],423.015,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_random/reg-s20-p03-c20-d10-n10-l5-59.xml.hg/0,371517698171,5.67272,417.343,130,715062512,3,95358085,8.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,100,NaN,4533156944,422.409204344,249301130,false,3751997276,1,100.113,taurusi6521.taurus.hrsk.tu-dresden.de,[0],423.015,1,OK,422.539,NaN,c92582bc2e636f6a17b56057229860b9fcc5ff40dc971381faf8ae86ecd91dc8,208516262477
51,1947164,1947164,1,0,[0.3818855285644531],320.993,6.261406183242798,false,8,789835336595,[1],321.239,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_random/reg-s20-p03-c20-d10-n10-l5-47.xml.hg/0,289362315176,5.15212,316.087,130,460820232,3,68066261,8.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,100,NaN,3132664159,320.863343051,231309265,false,3081052796,1,100.076,taurusi6340.taurus.hrsk.tu-dresden.de,[0],321.239,0,OK,320.993,NaN,058167791fd344d5131160ef5afef20493e09d47d7762fe6302f68f2fdb698f8,160444474766
52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_random/rand-2-40-180-84-090-80.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
53,935184,935184,NaN,1,NaN,2503.3,NaN,false,NaN,6175246716644,NaN,2502.47,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_random/rand-7-40-8-40-17500-9.xml.hg/0,3706444244420,0.704153,2501.76,NaN,35606418,NaN,44003818,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,727985566,2503.168582276,11094547,false,215491699,NaN,99.9668,taurusi6406.taurus.hrsk.tu-dresden.de,NaN,2502.47,1,DECOMP,2503.3,NaN,NaN,2603650231503
54,814480,814480,6,0,[0.06970024108886719],4.84294,0.08585429191589355,false,29,11026976431,[1],4.63033,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_random/rand-3-20-20-60-632-01.xml.hg/0,6682159537,0.316098,4.31423,20,521913,3,1702313,4.833333333333333,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,60,NaN,4759897,4.710811579,2456856,false,4154946,1,95.61,taurusi6336.taurus.hrsk.tu-dresden.de,[0],4.63033,0,OK,4.84294,NaN,3eb5b0ca61e5f113bbec7ff456da465425d6ce39a7b3a0272eec7771eae6439b,4056215714
55,833924,833924,3,0,[0.1583728790283203],66.6962,0.14690542221069336,false,16,162761000862,[1],66.2069,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_random/rand-3-24-24-76-632f-18.xml.hg/0,112433893483,0.435078,65.7718,24,9931663,3,6945495,5.333333333333333,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,74,NaN,84709546,66.566759733,4666949,false,18211636,1,99.2664,taurusi6475.taurus.hrsk.tu-dresden.de,[0],66.2069,0,OK,66.6962,NaN,f5760ebf783d339da69a80b689a23106b95ef73d929810ef5dc54186f0408698,70700651434
56,831968,831968,3,0,[0.06852841377258301],40.6567,0.15053009986877441,false,17,98808912329,[1],40.2587,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_random/rand-3-24-24-76-632-20.xml.hg/0,68670838000,0.372147,39.8866,24,4048523,3,4124833,5.666666666666667,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,76,NaN,37727452,40.525452365,3611795,false,5230468,1,99.0211,taurusi6405.taurus.hrsk.tu-dresden.de,[0],40.2587,0,OK,40.6567,NaN,5d4b824e7bba780a9249ccba8e69a3a89fffcc01609635d385951112c194ad20,43746982154
57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_random/rand-2-40-180-84-090-55.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
58,893836,893836,NaN,0,NaN,48.4808,NaN,false,NaN,107471602954,NaN,44.0191,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_random/rand-2-40-180-84-090-71.xml.hg/0,54153414511,0.861075,43.158,NaN,75420080,NaN,26862187,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,417088197,48.232791836,12018260,false,21414119,NaN,90.797,taurusi6336.taurus.hrsk.tu-dresden.de,NaN,44.0191,0,RTE,48.4808,NaN,NaN,30079774603
59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_random/rand-7-40-8-40-05000-2.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
60,6583268,6583268,NaN,1,NaN,7200.35,NaN,true,NaN,17740870329136,NaN,7203.97,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-easy-130-ext.xml.hg/0,4263506796794,28.5095,7175.46,NaN,19949233287,NaN,666797958,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,130085184283,7199.917824917,681959804,false,108747180004,NaN,100.05,taurusi6521.taurus.hrsk.tu-dresden.de,NaN,7203.97,1,TLE,7200.35,NaN,NaN,2260933490498
61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Dubois-018.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
62,8244976,8244976,NaN,1,NaN,802.175,NaN,false,NaN,1978507248392,NaN,808.373,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-easy-152-ext.xml.hg/0,704418901004,41.132,767.242,NaN,1120363605,NaN,286634286,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,7808686622,801.673739806,509641054,true,9669416900,NaN,100.773,taurusi6475.taurus.hrsk.tu-dresden.de,NaN,808.373,1,MEM,802.175,NaN,NaN,350326426655
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Nonogram-171-table.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
64,758160,758160,1,0,[],2.09519,0,false,3.5,3550142308,[],1.59871,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/pigeonsPlus-07-07.xml.hg/0,1462036108,0.278639,1.32007,56,387270,7,1633187,3.5,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,35,NaN,3023390,1.960654942,2198761,false,1214685,1,76.3037,taurusi6336.taurus.hrsk.tu-dresden.de,[],1.59871,0,OK,2.09519,NaN,98a6bc3237273ce6555a712d7058fb924b4b89b12bf44ff257c3dcd88cdf0641,848798389
65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Nonogram-041-table.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
66,811224,811224,2,0,[0.03690695762634277],2.6816,0.07567977905273438,false,9,4549218347,[1],2.00965,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-30-85.xml.hg/0,2209304404,0.334094,1.67556,20,388098,2,1627147,4.5,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,53,NaN,3152068,2.548786890,2298626,false,1198051,1,74.9423,taurusi6486.taurus.hrsk.tu-dresden.de,[0],2.00965,0,OK,2.6816,NaN,8b1316793bb0a54bfe6d251a3b341e34da2df2aa4cbb75406e743c3433dcfec8,1206185447
67,901288,901288,1,0,[0.15241694450378418],91.2664,0.4747176170349121,false,6,222191120395,[1],90.6047,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-40-10-07948-40-76.xml.hg/0,124636283474,0.777563,89.8272,40,133392365,2,31871724,6.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,98,NaN,696903603,90.972446330,19368852,false,65968059,1,99.275,taurusi6509.taurus.hrsk.tu-dresden.de,[0],90.6047,0,OK,91.2664,NaN,bcc8ba3e638d1865dea8eeb459a6f028354d1f6bd28c79afbc0bda915048020f,71073723569
68,8529764,8529764,NaN,1,NaN,443.334,NaN,false,NaN,1092038958168,NaN,446.546,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Nonogram-155-table.xml.hg/0,631977653434,27.1484,419.397,NaN,172051014,NaN,167197903,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,1113939793,442.482936761,194207342,true,1889197519,NaN,100.724,taurusi6405.taurus.hrsk.tu-dresden.de,NaN,446.546,1,MEM,443.334,NaN,NaN,314607138732
69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-medium-049-ext.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/cnf-3-40-0100-730626.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-easy-052-ext.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
72,1219208,1219208,NaN,1,NaN,2165.23,NaN,false,NaN,5331454374118,NaN,2165.09,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/pret-060-75.xml.hg/0,1572312330639,1.79104,2163.3,NaN,10772579989,NaN,643626885,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,60604401105,2165.085901676,155743538,false,3600219247,NaN,99.9938,taurusi6475.taurus.hrsk.tu-dresden.de,NaN,2165.09,1,MODEL_REC,2165.23,NaN,NaN,822846037426
73,8244908,8244908,NaN,1,NaN,218.323,NaN,false,NaN,498547418111,NaN,217.217,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Nonogram-125-table.xml.hg/0,301783390096,6.05794,211.159,NaN,91805530,NaN,12263456,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,272338378,203.059716605,2881462,true,365417943,NaN,99.4934,taurusi6509.taurus.hrsk.tu-dresden.de,NaN,217.217,1,MEM_ENC,218.323,NaN,NaN,134263899954
74,1510632,1510632,1,1,[0.09099793434143066],85.4477,4.12066650390625,false,4,208526760169,[1],85.3391,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-hard-011-ext.xml.hg/0,116546682094,3.66995,81.6691,80,64506891,5,23340429,4.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,52,NaN,519502609,85.158032568,44053872,false,258476107,1,99.8729,taurusi6509.taurus.hrsk.tu-dresden.de,[0],85.3391,1,OK,85.4477,NaN,bf9b9adaa86d47821c376ba7d7dbf8904a3d0b77711e4a2df53a4095f6181708,45089201073
75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/cnf-3-80-0100-735547.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-30-66.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
77,6462440,6462440,NaN,1,NaN,7200.33,NaN,true,NaN,17744215160836,NaN,7203.46,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-easy-157-ext.xml.hg/0,4001177084137,29.3489,7174.11,NaN,15914006094,NaN,734296051,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,110129118171,7199.912667767,1660000172,false,126629419072,NaN,100.043,taurusi6475.taurus.hrsk.tu-dresden.de,NaN,7203.46,1,TLE,7200.33,NaN,NaN,2163555205588
78,7670184,7670184,NaN,1,NaN,7200.42,NaN,true,NaN,17746041465215,NaN,7204.93,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-easy-129-ext.xml.hg/0,4393389437810,33.5062,7171.43,NaN,16161557478,NaN,690645044,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,121292931752,7199.912271952,699846773,false,121620277618,NaN,100.063,taurusi6509.taurus.hrsk.tu-dresden.de,NaN,7204.93,1,TLE,7200.42,NaN,NaN,2330929803184
79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Dubois-020.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Nonogram-083-table.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-40-09.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
82,1708928,1708928,NaN,1,NaN,582.908,NaN,false,NaN,1428920117171,NaN,581.608,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-hard-007-ext.xml.hg/0,500434765998,5.9543,575.654,NaN,1022668550,NaN,114920848,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,7323939615,581.753636429,263044503,false,4334937032,NaN,99.777,taurusi6522.taurus.hrsk.tu-dresden.de,NaN,581.608,1,RTE,582.908,NaN,NaN,282450431063
83,8244908,8244908,NaN,1,NaN,221.634,NaN,false,NaN,503198364845,NaN,219.593,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Nonogram-091-table.xml.hg/0,301970604368,6.65184,212.941,NaN,105186671,NaN,13310649,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,273256816,206.109355187,3045321,true,367262636,NaN,99.0792,taurusi6508.taurus.hrsk.tu-dresden.de,NaN,219.593,1,MEM_ENC,221.634,NaN,NaN,134327694035
84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-30-54.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-30-37.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
86,922092,922092,NaN,1,NaN,818.642,NaN,false,NaN,2011401783269,NaN,817.178,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-40-10-07948-40-91.xml.hg/0,1017780290456,0.843229,816.335,NaN,2062476449,NaN,268833067,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,11202198822,818.465962780,91575095,false,546546445,NaN,99.8211,taurusi6510.taurus.hrsk.tu-dresden.de,NaN,817.178,1,MODEL_REC,818.642,NaN,NaN,561640344382
87,761068,761068,1,0,[0.12715673446655273],2.15789,0.07566380500793457,false,4,4383418517,[1],1.9346,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-30-01.xml.hg/0,2030687921,0.30536,1.62924,20,404239,2,1557509,4.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,53,NaN,3091576,2.026425179,2425469,false,2191782,1,89.6527,taurusi6484.taurus.hrsk.tu-dresden.de,[0],1.9346,0,OK,2.15789,NaN,f9f747ceb486c1918ddb662d708096de9df14fa35e66b2fa69335ca057812036,1124318019
88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-30-48.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
89,1008988,1008988,NaN,0,NaN,15.166,NaN,false,NaN,36232526655,NaN,14.998,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-medium-002-ext.xml.hg/0,19143153576,1.25958,13.7384,NaN,3827053,NaN,9616935,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,43649182,15.036465792,17632124,false,53591434,NaN,98.892,taurusi6336.taurus.hrsk.tu-dresden.de,NaN,14.998,0,RTE,15.166,NaN,NaN,10161611338
90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-easy-032-ext.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
91,7496128,7496128,NaN,1,NaN,7200.37,NaN,true,NaN,17741153085999,NaN,7203.7,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-hard-165-ext.xml.hg/0,3701432948903,31.6153,7172.08,NaN,19078497695,NaN,623910520,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,119166994582,7199.912381783,1004963892,false,137651855783,NaN,100.046,taurusi6404.taurus.hrsk.tu-dresden.de,NaN,7203.7,1,TLE,7200.37,NaN,NaN,1891113226158
92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/rand-25-10-25-87-27.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
93,8338924,8338924,NaN,1,NaN,220.211,NaN,false,NaN,503439899244,NaN,219.437,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Nonogram-028-table.xml.hg/0,301692203298,6.2062,213.231,NaN,91557844,NaN,12457685,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,269375291,204.726112974,3479379,true,363174787,NaN,99.6486,taurusi6405.taurus.hrsk.tu-dresden.de,NaN,219.437,1,MEM_ENC,220.211,NaN,NaN,134277162841
