,perf_dTLB_stores,runsolver_CPUTIME,perf_dTLB_loads,perf_dTLB_store_misses,platform,runsolver_error,runsolver_WCTIME,verdict,runsolver_USERTIME,runsolver_CPUUSAGE,hostname,return_code,runsolver_TIMEOUT,run_id,runsolver_SYSTEMTIME,wall_time,perf_iTLB_load_misses,perf_elapsed,runsolver_STATUS,runsolver_MAXVM,runsolver_MEMOUT,perf_iTLB_loads,max_memory,perf_cycles,perf_dTLB_load_misses,perf_cache_misses,cpu_time
389,986888163649,1993.16,2122852527198,242833756,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1994.59,MEM,1912.43,99.9283,taurusi6028.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt19_368_417.mcc2020_cnf/0",80.7289,1994.59,686330914,1993.680319723,1,8244572,true,6657766,8244572,4918064501089,1085470987,233024650,1993.16
390,829732998173,1935.12,2011549908791,1591320785,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1935.61,MEM,1801.63,99.9749,taurusi5068.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_cache-coherence-2-fixpoint-5.mcc2020_cnf/0",133.496,1935.61,1023852373,1934.776146211,1,8245940,true,8432775,8245940,4773447263849,1505063809,291075664,1935.12
391,798594437994,1639.29,1672192970491,1563089238,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1639.94,OK,1507.2,99.9603,taurusi5312.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/BayesianNetwork_75-26-3-q.mcc2020_cnf/0",132.09,1639.94,1116436954,1639.810197930,0,7223080,false,9867720,7223080,4045290470043,2018298523,399651122,1639.29
392,-1,1891.65,-1,-1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1893.86,MEM,1763.17,99.8834,taurusi5560.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt19_65_87.mcc2020_cnf/0",128.481,1893.86,-1,-1,1,8244344,true,-1,8244344,-1,-1,-1,1891.65
393,354689744937,862.539,1061403822216,32371155,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,863.285,MEM,856.805,99.9136,taurusi6030.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/ProgramSynthesis_sygus_06A-3.mcc2020_cnf/0",5.73406,863.285,27312057,862.471372645,1,8344824,true,23806,8344824,2127465310215,360640237,118068900,862.539
394,1681181414321,1631.02,2421410614932,204836722,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1631.23,MEM,1623.73,99.987,taurusi5255.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/ProgramSynthesis_sygus_13A-3.mcc2020_cnf/0",7.29417,1631.23,19189092,1630.378449600,1,8243484,true,51752,8243484,4025003821715,1274427433,35905286,1631.02
395,95416427958,198.316,207192568241,14034985,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,198.364,OK,183.375,99.9759,taurusi4066.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/QuantitativeInformationFlow_min-3s.mcc2020_cnf/0",14.941,198.364,111947204,198.221367609,0,1557548,false,1123539,1557548,489025497860,98891654,76954796,198.316
396,143800912680,313.028,315913455856,23118366,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,313.141,OK,283.429,99.9639,taurusi5094.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/QuantitativeInformationFlow_min-4s.mcc2020_cnf/0",29.5988,313.141,218364070,311.877448383,0,1785624,false,2364264,1785624,769512672394,148668404,56736045,313.028
397,46593847510,104.666,105602340208,10100675,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,104.73,OK,91.4288,99.9385,taurusi6029.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/BlastedSMT_blasted_squaring5.mcc2020_cnf/0",13.2371,104.73,97297601,103.523626811,0,650568,false,1308756,650568,255165631453,48514879,3974935,104.666
398,819745667677,1942.37,1939632297251,151398843,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1942.71,MEM,1750.47,99.9823,taurusi5235.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_cache-coherence-3-fixpoint-3.mcc2020_cnf/0",191.899,1942.71,1515095038,1941.910658367,1,8528252,true,14260787,8528252,4791366968625,1687086906,960662235,1942.37
399,1042076376798,1983.06,2087515520206,222374087,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1984.06,MEM,1888.7,99.9498,taurusi5235.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt29_226_376.mcc2020_cnf/0",94.365,1984.06,760371873,1983.180636897,1,8241156,true,6821876,8241156,4892124636330,1183578235,243613105,1983.06
400,613725721030,1469.93,1775363441988,582687145,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1470.41,MEM,1418.56,99.967,taurusi5126.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt17_74_78.mcc2020_cnf/0",51.3655,1470.41,465405235,1469.678991629,1,8247104,true,3121728,8247104,3627033352086,997630250,204158092,1469.93
401,7563035599,17.4809,16375408392,1426341,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,17.4883,OK,14.9353,99.9575,taurusi5235.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/BayesianNetwork_75-26-4-q.mcc2020_cnf/0",2.5456,17.4883,19313468,17.357960362,0,390908,false,254403,390908,42702233570,7966054,1316246,17.4809
402,835468229547,1762.55,1761048177236,156149971,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1763.22,MEM,1581.8,99.9619,taurusi5293.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/BayesianNetwork_75-25-8-q.mcc2020_cnf/0",180.751,1763.22,1462624451,1762.279095085,1,8245316,true,15302470,8245316,4346975794274,1203996735,491961360,1762.55
403,-1,2215.04,-1,-1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,2216.37,MEM,2016.2,99.94,taurusi5346.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_rankfunc48_unsigned_16.mcc2020_cnf/0",198.836,2216.37,-1,-1,1,8242044,true,-1,8242044,-1,-1,-1,2215.04
404,777147741376,2085.09,2080535841206,239515989,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,2085.89,MEM,1900.65,99.9616,taurusi5235.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_rankfunc61_signed_64.mcc2020_cnf/0",184.437,2085.89,1448726852,2085.073738537,1,8241156,true,15080515,8241156,5143717082083,1540459408,719373917,2085.09
405,4926505775800,3600.1,5694747891141,2368963772,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.26,TLE,3594.8,99.9956,taurusi4066.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/QuantitativeInformationFlow_modexp8-5-5.mcc2020_cnf/0",5.30776,3600.26,34521543,3599.910987564,1,3605892,false,43846,3605892,8897747348195,8849959473,13495271051,3600.1
406,1621102390393,1626.98,2531896499109,46219611,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1627.29,MEM,1620.84,99.981,taurusi5126.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/ProgramSynthesis_sygus_12A-3.mcc2020_cnf/0",6.14547,1627.29,87273225,1626.577718077,1,8243912,true,55383,8243912,4015196809991,550717909,158864822,1626.98
407,471616986262,821.412,1041780768717,28324160,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,821.645,MEM,813.911,99.9716,taurusi5229.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/ProgramSynthesis_sygus_07A-3.mcc2020_cnf/0",7.50077,821.645,40146560,820.874200148,1,8246164,true,49136,8246164,2026176804142,206168768,68733489,821.412
408,730467805570,1867.41,2142430393729,777631203,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1868.05,MEM,1775.5,99.9657,taurusi5560.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt28_68_81.mcc2020_cnf/0",91.9053,1868.05,715573063,1867.175679534,1,8241268,true,5890511,8241268,4607508126212,998140887,343556521,1867.41
409,861527484836,2186.52,2480763334842,210048634,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,2187.75,MEM,2061.85,99.9437,taurusi5542.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt19_64_87.mcc2020_cnf/0",124.671,2187.75,973011640,2186.905699427,1,8339268,true,9573895,8339268,5395021491106,1140583570,293836534,2186.52
410,765511348951,1881.13,2141761476601,1503259546,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1881.85,MEM,1751.19,99.9614,taurusi5560.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt19_79_87.mcc2020_cnf/0",129.936,1881.85,992758228,1881.006517862,1,8241192,true,9187706,8241192,4641267257977,1596080440,456351390,1881.13
411,689653030723,1758.92,2025413560827,164252773,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1759.48,MEM,1644.93,99.9682,taurusi5068.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt19_83_91.mcc2020_cnf/0",113.988,1759.48,873626815,1758.576724936,1,8247848,true,7307518,8247848,4339509900995,1248513729,688027774,1758.92
412,574745183646,1378.3,1797325338590,77236253,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1378.64,MEM,1346.07,99.9757,taurusi5293.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt23_92_96.mcc2020_cnf/0",32.2327,1378.64,253647477,1377.779416063,1,8243904,true,1760760,8243904,3400748024666,690669756,271191645,1378.3
413,827954533141,1958.86,1962232264713,302561740,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1959.98,MEM,1751.27,99.9431,taurusi5068.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_rankfunc35_signed_64.mcc2020_cnf/0",207.589,1959.98,1602816663,1959.064876179,1,8242092,true,14410215,8242092,4831481918160,894531079,260420029,1958.86
414,5865998988018,3600.2,6464835507284,577129353,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.29,TLE,3596.13,99.9973,taurusi5255.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/QuantitativeInformationFlow_modexp8-8-3.mcc2020_cnf/0",4.06244,3600.29,24115670,3599.909752100,1,3470952,false,21676,3470952,8899501379973,3666799640,1285245781,3600.2
415,743365506024,1510.1,1701415822895,166619728,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1510.65,MEM,1389.28,99.9639,taurusi5293.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_rankfunc59_unsigned_64.mcc2020_cnf/0",120.829,1510.65,950989826,1509.778446845,1,8245736,true,9246408,8245736,3724531615629,797600827,434044420,1510.1
416,855250619994,1641.07,1758907395265,113484185,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1641.67,MEM,1560.9,99.9636,taurusi5293.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt39_285_335.mcc2020_cnf/0",80.1769,1641.67,645780775,1640.778183857,1,8243204,true,5621088,8243204,4048922195308,859276400,274941531,1641.07
417,725113654746,1462.02,1576856201610,188756812,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1462.42,MEM,1390.97,99.9731,taurusi5229.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt41_286_385.mcc2020_cnf/0",71.0567,1462.42,560595011,1461.571171873,1,8246568,true,4333531,8246568,3606509724515,853327609,138600211,1462.02
418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,RTE,NaN,NaN,NaN,9,NaN,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt41_286_385.mcc2020_cnf/0",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
419,72313106358,157.918,157409228482,11951023,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,157.935,OK,143.041,99.9892,taurusi5560.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/QuantitativeInformationFlow_min-2s.mcc2020_cnf/0",14.8776,157.935,114222578,157.802519660,0,1109744,false,1247823,1109744,389587455072,69691195,40472125,157.918
420,329773338666,715.063,687835075913,74369483,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,715.123,OK,644.29,99.9916,taurusi5293.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/BayesianNetwork_75-24-6-q.mcc2020_cnf/0",70.7731,715.123,571414634,714.993522002,0,3236228,false,5882608,3236228,1764186215218,425428850,180071003,715.063
421,81113712781,184.853,176510044569,8986814,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,184.875,OK,160.711,99.9885,taurusi5560.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/BlastedSMT_blasted_squaring11.mcc2020_cnf/0",24.1426,184.875,192100562,184.743176761,0,936596,false,2374391,936596,455831573388,92813507,11597687,184.853
422,764288050559,1208.84,1659906708757,131743513,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1209.12,MEM,1139,99.9766,taurusi5068.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/QuantitativeInformationFlow_min-24.mcc2020_cnf/0",69.841,1209.12,517682044,1208.278477565,1,8247096,true,4065659,8247096,2982240909601,714301386,341362032,1208.84
423,3876171974232,3600.42,5032813785145,1970634638,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.48,TLE,3591.74,99.9983,taurusi6029.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/QuantitativeInformationFlow_modexp8-4-2.mcc2020_cnf/0",8.67662,3600.48,54811536,3599.911306225,1,5163072,false,146759,5163072,8893596687459,8426059013,3062111697,3600.42
424,591596515891,1359.25,1624358355525,496138328,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1359.51,MEM,1306.33,99.9803,taurusi5229.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt28_68_69.mcc2020_cnf/0",52.912,1359.51,411145707,1358.674972674,1,8241268,true,3251046,8241268,3353240106100,821157424,383637645,1359.25
425,1824170663629,2334.57,3740039203921,557987865,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,2334.86,MEM,2192.42,99.9876,taurusi5346.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_rankfunc53_signed_64.mcc2020_cnf/0",142.151,2334.86,1094042570,2334.076638907,1,8246412,true,1374501,8246412,5762800758615,1126193395,51306901,2334.57
426,4796647881,4.56375,6663272965,439926,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,4.57686,OK,4.38799,99.7135,taurusi5293.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/ProgramSynthesis_sygus_08A-3.mcc2020_cnf/0",0.175751,4.57686,493581,4.440815886,0,354472,false,9611,354472,10928066730,1157873,166058,4.56375
427,90625932304,199.016,198881590651,10640552,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,199.019,OK,174.581,99.9981,taurusi5235.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/BlastedSMT_blasted_squaring9.mcc2020_cnf/0",24.4348,199.019,196776963,198.887871062,0,1015464,false,2842988,1015464,490631021539,98942350,7524851,199.016
428,9721901,0.149854,9359235,31139,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,0.166013,OK,0.044608,90.2664,taurusi5235.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/BlastedSMT_blasted_squaring23.mcc2020_cnf/0",0.105246,0.166013,8537,0.029479468,0,160812,false,5205,160812,48860319,37846,90896,0.149854
429,741252919639,1189.4,1532800176853,929338721,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1189.93,MEM,1112.14,99.9552,taurusi5068.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/QuantitativeInformationFlow_min-16.mcc2020_cnf/0",77.253,1189.93,564865020,1189.006495838,1,8242444,true,4226424,8242444,2933469164562,979958265,290250402,1189.4
430,958715800219,1678.77,1969930210535,100916248,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1679.06,MEM,1552.1,99.9832,taurusi6028.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_rankfunc56_unsigned_64.mcc2020_cnf/0",126.672,1679.06,1045967330,1678.280900068,1,8243536,true,9873486,8243536,4140927041299,612469893,297085426,1678.77
431,-1,1485.99,-1,-1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1486.78,MEM,1438.56,99.9469,taurusi6028.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt17_74_90.mcc2020_cnf/0",47.4307,1486.78,-1,-1,1,8241976,true,-1,8241976,-1,-1,-1,1485.99
432,851974958930,1604.37,1682791867711,694092358,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1605.65,MEM,1525.96,99.9201,taurusi5126.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt19_352_359.mcc2020_cnf/0",78.4107,1605.65,691344061,1604.776723885,1,8243752,true,5598922,8243752,3957774834676,1110807406,301068914,1604.37
433,911200118295,2254.38,2144634210153,175182247,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,2255.86,MEM,2056.18,99.9342,taurusi6028.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt19_3_401.mcc2020_cnf/0",198.202,2255.86,1642215779,2254.913082445,1,8241320,true,15055774,8241320,5560156299832,1398319921,469545418,2254.38
434,8881405,0.146389,9102607,24054,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,0.152772,OK,0.032171,95.8218,taurusi6029.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/BlastedSMT_blasted_squaring20.mcc2020_cnf/0",0.114218,0.152772,10378,0.021793906,0,160820,false,5580,160820,43333223,24476,40682,0.146389
435,-1,3600.08,-1,-1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.37,TLE,3596.14,99.9919,taurusi5560.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/QuantitativeInformationFlow_modexp8-7-4.mcc2020_cnf/0",3.94076,3600.37,-1,-1,1,4453276,false,-1,4453276,-1,-1,-1,3600.08
436,131833996,0.473308,296514544,169417,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,0.482733,OK,0.311066,98.0476,taurusi5255.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/BlastedSMT_blasted_squaring50.mcc2020_cnf/0",0.162242,0.482733,310661,0.354105968,0,338444,false,9507,338444,851110314,381188,70267,0.473308
437,386993487,0.608145,708894138,60919,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,0.63301,OK,0.483492,96.0719,taurusi5229.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/ProgramSynthesis_sygus_02A-3.mcc2020_cnf/0",0.124653,0.63301,27676,0.490488398,0,337156,false,5929,337156,1173584029,118984,71074,0.608145
438,-1,1797.82,-1,-1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1798.1,MEM,1782.56,99.9845,taurusi5542.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/ProgramSynthesis_sygus_17A-3.mcc2020_cnf/0",15.2679,1798.1,-1,-1,1,8247184,true,-1,8247184,-1,-1,-1,1797.82
439,1324383078605,2793.98,2862764694313,600083148,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,2794.41,MEM,2700.98,99.9844,taurusi5346.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt19_313_412.mcc2020_cnf/0",92.9937,2794.41,769678255,2793.579164928,1,8243076,true,4522948,8243076,6895033140835,1760473789,167302394,2793.98
440,2841052630,7.97553,9322789095,2926131,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,7.98536,OK,7.65708,99.8768,taurusi5560.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/QuantitativeInformationFlow_modexp8-4-1.mcc2020_cnf/0",0.318451,7.98536,1346158,7.850674748,0,387596,false,11333,387596,19495258235,5548460,634970,7.97553
441,347474853235,666.625,708694970067,141237576,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,666.751,OK,628.617,99.9812,taurusi5255.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt21_143_403.mcc2020_cnf/0",38.0081,666.751,288944777,666.621967987,0,3704740,false,2937855,3704740,1645112880544,483616207,130446662,666.625
442,736195831690,1885.91,2135212904537,1503813761,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1887.65,MEM,1757.31,99.9078,taurusi5542.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt19_64_91.mcc2020_cnf/0",128.601,1887.65,966113648,1886.677754479,1,8241696,true,9333872,8241696,4652871685292,1798469475,704493583,1885.91
443,51873488575,118.283,110312556594,12447455,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,118.294,OK,104.045,99.9909,taurusi6028.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/BayesianNetwork_75-24-8-q.mcc2020_cnf/0",14.2382,118.294,115609698,118.162353220,0,865432,false,1230714,865432,291565479139,63981237,16325646,118.283
444,524742558203,816.918,927238133257,45159372,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,817.095,OK,795.949,99.9784,taurusi6035.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Lai_Meel-2020-03-06/FunctionalSynthesis_2QBF_stmt19_137_408.mcc2020_cnf/0",20.9683,817.095,157061669,816.961717898,0,5008860,false,1410388,5008860,2016711924031,463101309,149088561,816.918
